"No.","Time","Source","Destination","Protocol","Length","Info"
"870","0.024895","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19191 Ack=4871 Win=31451 Len=42"
"871","0.063024","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19233 Ack=4871 Win=31451 Len=23"
"873","0.203898","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19256 Ack=4871 Win=31451 Len=23"
"874","0.123936","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=19279 Ack=4871 Win=31451 Len=11"
"877","0.011569","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19290 Ack=4871 Win=31451 Len=23"
"878","0.000868","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=19313 Ack=4871 Win=31451 Len=11"
"880","0.000964","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=19324 Ack=4871 Win=31451 Len=15"
"882","0.002437","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=19339 Ack=4902 Win=31420 Len=15"
"883","0.049030","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19354 Ack=4913 Win=31409 Len=23"
"887","0.004755","206.127.152.131","192.168.0.10","TCP","93","15152  >  49209 [PSH, ACK] Seq=19377 Ack=4944 Win=31378 Len=39"
"888","0.018981","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19416 Ack=4970 Win=31352 Len=42"
"893","0.002472","206.127.152.131","192.168.0.10","TCP","182","15152  >  49209 [PSH, ACK] Seq=19458 Ack=5012 Win=32768 Len=128"
"894","0.002426","206.127.152.131","192.168.0.10","TCP","167","15152  >  49209 [PSH, ACK] Seq=19586 Ack=5012 Win=32768 Len=113"
"897","0.045182","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19699 Ack=5038 Win=32742 Len=23"
"899","0.008832","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19722 Ack=5038 Win=32742 Len=23"
"901","0.004294","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19745 Ack=5038 Win=32742 Len=23"
"903","0.007199","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19768 Ack=5038 Win=32742 Len=23"
"904","0.124978","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=19791 Ack=5038 Win=32742 Len=11"
"906","0.000861","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=19802 Ack=5038 Win=32742 Len=15"
"910","0.001442","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19817 Ack=5075 Win=32705 Len=42"
"911","0.041192","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=19859 Ack=5075 Win=32705 Len=23"
"914","0.023903","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19882 Ack=5101 Win=32679 Len=42"
"916","0.025456","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19924 Ack=5127 Win=32653 Len=42"
"919","0.007949","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=19966 Ack=5153 Win=32627 Len=42"
"920","0.015493","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=20008 Ack=5184 Win=32596 Len=15"
"923","0.025706","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20023 Ack=5210 Win=32570 Len=42"
"925","0.024263","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20065 Ack=5236 Win=32544 Len=42"
"927","0.024358","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20107 Ack=5262 Win=32518 Len=42"
"929","0.025472","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20149 Ack=5288 Win=32492 Len=42"
"930","0.132788","206.127.152.131","192.168.0.10","TCP","93","15152  >  49209 [PSH, ACK] Seq=20191 Ack=5288 Win=32492 Len=39"
"932","0.001319","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=20230 Ack=5288 Win=32492 Len=50"
"933","0.001685","206.127.152.131","192.168.0.10","TCP","105","15152  >  49209 [PSH, ACK] Seq=20280 Ack=5288 Win=32492 Len=51"
"935","0.001520","206.127.152.131","192.168.0.10","TCP","85","15152  >  49209 [PSH, ACK] Seq=20331 Ack=5288 Win=32492 Len=31"
"937","0.026050","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20362 Ack=5314 Win=32466 Len=42"
"938","0.056239","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=20404 Ack=5314 Win=32466 Len=11"
"940","0.000823","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=20415 Ack=5314 Win=32466 Len=15"
"941","0.001434","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=20430 Ack=5314 Win=32466 Len=23"
"946","0.001397","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20453 Ack=5351 Win=32429 Len=42"
"948","0.025095","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20495 Ack=5377 Win=32403 Len=42"
"950","0.025781","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20537 Ack=5403 Win=32377 Len=42"
"952","0.549798","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=20579 Ack=5403 Win=32377 Len=11"
"953","0.000877","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=20590 Ack=5403 Win=32377 Len=15"
"958","0.001456","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20605 Ack=5440 Win=32340 Len=42"
"959","0.004928","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=20647 Ack=5440 Win=32340 Len=50"
"962","0.027702","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20697 Ack=5466 Win=32314 Len=42"
"964","0.024901","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20739 Ack=5492 Win=32288 Len=42"
"966","0.025730","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20781 Ack=5518 Win=32262 Len=42"
"967","0.120994","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=20823 Ack=5518 Win=32262 Len=50"
"970","0.024010","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20873 Ack=5544 Win=32236 Len=42"
"972","0.023574","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20915 Ack=5570 Win=32210 Len=42"
"974","0.025198","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=20957 Ack=5596 Win=32184 Len=42"
"975","0.003832","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=20999 Ack=5596 Win=32184 Len=50"
"978","0.025837","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21049 Ack=5622 Win=32158 Len=42"
"979","0.020381","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21091 Ack=5622 Win=32158 Len=50"
"981","0.202944","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21141 Ack=5622 Win=32158 Len=50"
"982","0.078414","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=21191 Ack=5622 Win=32158 Len=23"
"984","0.000981","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=21214 Ack=5622 Win=32158 Len=11"
"985","0.000994","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=21225 Ack=5622 Win=32158 Len=15"
"990","0.001463","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21240 Ack=5659 Win=32121 Len=42"
"991","0.064083","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=21282 Ack=5659 Win=32121 Len=23"
"994","0.024809","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21305 Ack=5685 Win=32095 Len=42"
"996","0.000857","206.127.152.131","192.168.0.10","TCP","85","15152  >  49209 [PSH, ACK] Seq=21347 Ack=5685 Win=32095 Len=31"
"997","0.001226","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21378 Ack=5685 Win=32095 Len=50"
"999","0.022409","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21428 Ack=5711 Win=32069 Len=42"
"1000","0.179234","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21470 Ack=5711 Win=32069 Len=50"
"1003","0.024596","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21520 Ack=5737 Win=32043 Len=42"
"1005","0.025504","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21562 Ack=5763 Win=32017 Len=42"
"1007","0.025309","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21604 Ack=5789 Win=31991 Len=42"
"1009","0.003540","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21646 Ack=5789 Win=31991 Len=50"
"1010","0.020441","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21696 Ack=5815 Win=31965 Len=42"
"1014","0.007788","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21738 Ack=5841 Win=31939 Len=42"
"1015","0.016457","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=21780 Ack=5867 Win=31913 Len=42"
"1017","0.071180","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21822 Ack=5867 Win=31913 Len=50"
"1018","0.001384","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=21872 Ack=5867 Win=31913 Len=23"
"1020","0.061216","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=21895 Ack=5867 Win=31913 Len=11"
"1021","0.000346","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=21906 Ack=5867 Win=31913 Len=15"
"1024","0.127131","206.127.152.131","192.168.0.10","TCP","93","15152  >  49209 [PSH, ACK] Seq=21921 Ack=5878 Win=31902 Len=39"
"1025","0.001416","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=21960 Ack=5878 Win=31902 Len=50"
"1028","0.025565","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22010 Ack=5904 Win=31876 Len=42"
"1029","0.024627","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=22052 Ack=5904 Win=31876 Len=50"
"1032","0.025011","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22102 Ack=5930 Win=31850 Len=42"
"1033","0.161913","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=22144 Ack=5930 Win=31850 Len=50"
"1036","0.023607","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22194 Ack=5956 Win=31824 Len=42"
"1038","0.024595","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=22236 Ack=5987 Win=31793 Len=15"
"1040","0.025877","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22251 Ack=6013 Win=31767 Len=42"
"1041","0.011801","206.127.152.131","192.168.0.10","TCP","104","15152  >  49209 [PSH, ACK] Seq=22293 Ack=6013 Win=31767 Len=50"
"1043","0.001372","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=22343 Ack=6013 Win=31767 Len=23"
"1045","0.023436","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22366 Ack=6039 Win=31741 Len=42"
"1047","0.006935","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=22408 Ack=6039 Win=31741 Len=23"
"1048","0.017953","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22431 Ack=6065 Win=31715 Len=42"
"1050","0.028990","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=22473 Ack=6065 Win=31715 Len=23"
"1051","0.001841","206.127.152.131","192.168.0.10","TCP","77","15152  >  49209 [PSH, ACK] Seq=22496 Ack=6065 Win=31715 Len=23"
"1053","0.001500","206.127.152.131","192.168.0.10","TCP","80","15152  >  49209 [PSH, ACK] Seq=22519 Ack=6065 Win=31715 Len=26"
"1057","0.002434","206.127.152.131","192.168.0.10","TCP","182","15152  >  49209 [PSH, ACK] Seq=22545 Ack=6107 Win=31673 Len=128"
"1058","0.002455","206.127.152.131","192.168.0.10","TCP","167","15152  >  49209 [PSH, ACK] Seq=22673 Ack=6107 Win=31673 Len=113"
"1062","0.250544","206.127.152.131","192.168.0.10","TCP","93","15152  >  49209 [PSH, ACK] Seq=22786 Ack=6133 Win=31647 Len=39"
"1065","0.026412","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22825 Ack=6159 Win=31621 Len=42"
"1068","0.005056","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22867 Ack=6185 Win=31595 Len=42"
"1069","0.020684","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22909 Ack=6211 Win=31569 Len=42"
"1071","0.071497","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=22951 Ack=6211 Win=31569 Len=11"
"1072","0.000848","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=22962 Ack=6211 Win=31569 Len=15"
"1077","0.001480","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=22977 Ack=6248 Win=31532 Len=42"
"1079","0.025034","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23019 Ack=6274 Win=31506 Len=42"
"1081","0.024366","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23061 Ack=6300 Win=31480 Len=42"
"1084","0.024576","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23103 Ack=6326 Win=31454 Len=42"
"1086","0.024048","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23145 Ack=6352 Win=31428 Len=42"
"1088","0.081812","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23187 Ack=6352 Win=31428 Len=11"
"1089","0.000877","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23198 Ack=6352 Win=31428 Len=15"
"1094","0.001428","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23213 Ack=6389 Win=31391 Len=42"
"1097","0.005690","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23255 Ack=6415 Win=31365 Len=42"
"1098","0.018456","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23297 Ack=6441 Win=31339 Len=42"
"1101","0.023725","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23339 Ack=6467 Win=32768 Len=42"
"1103","0.025083","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23381 Ack=6493 Win=32742 Len=42"
"1105","0.024665","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23423 Ack=6519 Win=32716 Len=42"
"1108","0.023400","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23465 Ack=6545 Win=32690 Len=42"
"1109","0.010660","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23507 Ack=6545 Win=32690 Len=11"
"1111","0.000834","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23518 Ack=6545 Win=32690 Len=15"
"1115","0.024696","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23533 Ack=6582 Win=32653 Len=42"
"1116","0.106415","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23575 Ack=6582 Win=32653 Len=15"
"1118","0.001364","206.127.152.131","192.168.0.10","TCP","93","15152  >  49209 [PSH, ACK] Seq=23590 Ack=6582 Win=32653 Len=39"
"1121","0.000323","206.127.152.131","192.168.0.10","TCP","182","15152  >  49209 [PSH, ACK] Seq=23629 Ack=6613 Win=32622 Len=128"
"1122","0.107773","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23757 Ack=6624 Win=32611 Len=11"
"1124","0.000857","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23768 Ack=6624 Win=32611 Len=15"
"1129","0.020007","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23783 Ack=6668 Win=32567 Len=11"
"1131","0.621527","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23794 Ack=6668 Win=32567 Len=11"
"1132","0.000864","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23805 Ack=6668 Win=32567 Len=15"
"1137","0.001433","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23820 Ack=6705 Win=32530 Len=42"
"1139","0.689591","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23862 Ack=6705 Win=32530 Len=11"
"1140","0.000834","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23873 Ack=6705 Win=32530 Len=15"
"1145","0.001402","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23888 Ack=6742 Win=32493 Len=42"
"1147","0.681622","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23930 Ack=6742 Win=32493 Len=11"
"1148","0.000886","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=23941 Ack=6742 Win=32493 Len=15"
"1153","0.001417","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=23956 Ack=6779 Win=32456 Len=42"
"1155","0.661693","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=23998 Ack=6779 Win=32456 Len=11"
"1156","0.000827","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=24009 Ack=6779 Win=32456 Len=15"
"1161","0.001435","206.127.152.131","192.168.0.10","TCP","96","15152  >  49209 [PSH, ACK] Seq=24024 Ack=6816 Win=32419 Len=42"
"1163","0.639398","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=24066 Ack=6816 Win=32419 Len=11"
"1164","0.001131","206.127.152.131","192.168.0.10","TCP","69","15152  >  49209 [PSH, ACK] Seq=24077 Ack=6816 Win=32419 Len=15"
"1169","0.002446","206.127.152.131","192.168.0.10","TCP","172","15152  >  49209 [PSH, ACK] Seq=24092 Ack=6830 Win=32405 Len=118"
"1176","0.020537","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=24210 Ack=6844 Win=32391 Len=11"
"1185","0.000943","206.127.152.131","192.168.0.10","TCP","65","15152  >  49209 [PSH, ACK] Seq=24221 Ack=6954 Win=32281 Len=11"
"1186","0.015832","206.127.152.131","192.168.0.10","TCP","1506","15152  >  49209 [ACK] Seq=24232 Ack=6954 Win=32281 Len=1452"
"1188","0.015946","206.127.152.131","192.168.0.10","TCP","1506","15152  >  49209 [ACK] Seq=25684 Ack=6954 Win=32281 Len=1452"
"1189","0.008301","206.127.152.131","192.168.0.10","TCP","783","[TCP Previous segment not captured] 15152  >  49209 [PSH, ACK] Seq=28588 Ack=6954 Win=32281 Len=729"
"1193","0.011890","206.127.152.131","192.168.0.10","TCP","1072","15152  >  49209 [PSH, ACK] Seq=29317 Ack=6957 Win=32278 Len=1018"
"1194","0.001303","206.127.152.131","192.168.0.10","TCP","131","15152  >  49209 [PSH, ACK] Seq=30335 Ack=6960 Win=32275 Len=77"
"1196","0.001962","206.127.152.131","192.168.0.10","TCP","159","15152  >  49209 [PSH, ACK] Seq=30412 Ack=6994 Win=32241 Len=105"
"1203","0.010987","206.127.152.131","192.168.0.10","TCP","1019","15152  >  49209 [PSH, ACK] Seq=30517 Ack=7039 Win=32196 Len=965"
